Match_addr,X,Y,IN_AlarmDa,FR_Cause_1
903 ANDERSON ST,11485532.04,3900698.337,2014-08-07T00:00:00.000Z,Cause under investigation
908 1ST ST S #A,11486900.5,3895717.798,2014-08-09T00:00:00.000Z,NULL
2324 FONTAINE AVE,11477552.68,3897064.913,2014-09-14T00:00:00.000Z,Unintentional
506 E MAIN ST,11489142.24,3898487.582,2014-09-21T00:00:00.000Z,Unintentional
310 W MAIN ST,11487000.37,3898670.845,2014-09-21T00:00:00.000Z,Cause undetermined after investigation
916 ROUGEMONT AVE,11488562.15,3892942.994,2014-09-23T00:00:00.000Z,NULL
323 MONTEBELLO CIR,11479804.25,3898815.044,2014-10-22T00:00:00.000Z,Unintentional
828 HARDY DR,11484924.58,3899906.847,2014-10-23T00:00:00.000Z,Unintentional
2175 IVY RD,11478912.91,3903840.276,2014-11-08T00:00:00.000Z,Cause under investigation
818 STONEHENGE AVE,11488626.88,3894015.276,2014-11-11T00:00:00.000Z,Intentional
1215 LEE ST,11483404.36,3899020.127,2014-11-14T00:00:00.000Z,Unintentional
1103 ST CHARLES CT,11494020.16,3903551.782,2014-11-15T00:00:00.000Z,NULL
408 ARBOR CIR,11493759.2,3898110.701,2014-11-18T00:00:00.000Z,Unintentional
616 RUGBY RD,11483126.85,3903208.627,2014-11-23T00:00:00.000Z,Unintentional
823 HARDY DR,11485201.78,3900012.292,2014-11-28T00:00:00.000Z,Intentional
2511 BRUNSWICK RD,11478201.51,3894820.844,2014-12-01T00:00:00.000Z,NULL
1627 RUGBY AVE,11485881.13,3904501.197,2014-12-05T00:00:00.000Z,Cause undetermined after investigation
2306 DELLMEAD LN #A,11483033.46,3909786.068,2014-12-09T00:00:00.000Z,Unintentional
410 E JEFFERSON ST,11489193.47,3899097.855,2014-12-15T00:00:00.000Z,NULL
100 ALDERMAN RD,11479550.54,3902996.875,2015-01-02T00:00:00.000Z,Failure of equipment or heat source
1240 LEE ST,11483170.75,3899470.79,2015-01-26T00:00:00.000Z,Failure of equipment or heat source
114 STRATFORD CT #A,11480335.57,3896766.044,2015-02-02T00:00:00.000Z,Intentional
2100 ANGUS RD,11484473.92,3909284.925,2015-02-12T00:00:00.000Z,NULL
200 W SOUTH ST,11487799.74,3898408.073,2015-02-15T00:00:00.000Z,NULL
914 1ST ST S #A,11487022.59,3895774.647,2015-02-16T00:00:00.000Z,Unintentional
406 14TH ST NW,11483854.36,3901741.423,2015-02-17T00:00:00.000Z,Cause undetermined after investigation
106 BRANDYWINE CT,11486485.26,3908633.504,2015-02-17T00:00:00.000Z,Failure of equipment or heat source
702 DRUID AVE,11487995.1,3894764.03,2015-02-17T00:00:00.000Z,Unintentional
1215 LEE ST,11483404.36,3899020.127,2015-03-13T00:00:00.000Z,Cause undetermined after investigation
2307 BANBURY ST,11492121.79,3911334.42,2015-03-22T00:00:00.000Z,Unintentional
1600 EMMET ST N,11484612.13,3908787.77,2015-03-21T00:00:00.000Z,Failure of equipment or heat source
1303 BELLEVIEW AVE,11494662.32,3901393.523,2015-03-26T00:00:00.000Z,Unintentional
1215 LEE ST,11483404.36,3899020.127,2015-04-02T00:00:00.000Z,NULL
108 LEWIS ST,11478300.16,3896920.201,2015-04-04T00:00:00.000Z,Intentional
2103 BARRACKS RD,11483085.57,3906886.925,2015-04-06T00:00:00.000Z,NULL
1708 CONCORD DR,11489843.82,3908351.602,2015-04-10T00:00:00.000Z,Failure of equipment or heat source
852 W MAIN ST,11484828.79,3899267.863,2015-03-31T00:00:00.000Z,NULL
418 E WATER ST,11488907.82,3898224.68,2015-04-14T00:00:00.000Z,Unintentional
700 ROCKLAND AVE,11487624.56,3894226,2015-04-16T00:00:00.000Z,Unintentional
800 E MARKET ST,11489816.94,3898476.145,2015-04-23T00:00:00.000Z,NULL
120 7TH ST NE,11489653.02,3898492.87,2015-05-04T00:00:00.000Z,NULL
722 PROSPECT AVE #A,11484459.04,3896396.622,2015-05-07T00:00:00.000Z,Cause under investigation
1602 MONTICELLO RD #A,11490682.22,3893956.449,2015-05-17T00:00:00.000Z,Unintentional
1045 EMMET ST N,11482396.53,3906366.955,2015-05-23T00:00:00.000Z,Unintentional
1215 LEE ST,11483404.36,3899020.127,2015-05-27T00:00:00.000Z,NULL
932 1ST ST S #A,11486826.48,3895532.608,2015-05-24T00:00:00.000Z,Unintentional
231 STRIBLING AVE,11476610.94,3895832.013,2015-05-27T00:00:00.000Z,Cause under investigation
977 EMMET ST N,11481792.26,3905899.914,2015-05-30T00:00:00.000Z,NULL
1211 RUGBY RD #A,11485008.2,3905400.764,2015-06-10T00:00:00.000Z,Unintentional
420 GARRETT ST #A,11488567.98,3897520.518,2015-06-08T00:00:00.000Z,Unintentional
1300 CARLTON AVE,11491690.43,3895788.056,2015-06-16T00:00:00.000Z,Failure of equipment or heat source
719 NALLE ST,11485149.4,3898502.249,2015-06-16T00:00:00.000Z,Unintentional
120 WASHINGTON AVE,11478809.77,3897873.086,2015-07-01T00:00:00.000Z,Cause under investigation
300 RIDGE ST,11487013.34,3898034.819,2015-07-01T00:00:00.000Z,Failure of equipment or heat source
1305 LONG ST #4,11493870.25,3900926.752,2015-07-17T00:00:00.000Z,NULL
417 W MAIN ST,11486655.13,3898950.659,2015-07-20T00:00:00.000Z,Unintentional
507 12TH ST NW,11484421.24,3901864.48,2015-07-08T00:00:00.000Z,Cause under investigation
713 BOLLING AVE #A,11489079.42,3896141.356,2015-07-31T00:00:00.000Z,Failure of equipment or heat source
351 QUARRY RD,11489737.46,3893296.333,2015-08-02T00:00:00.000Z,Unintentional
309 RIVERSIDE AVE #A,11495688.54,3896438.701,2015-08-23T00:00:00.000Z,NULL
409 LANE RD,11482996.49,3898809.453,2015-08-27T00:00:00.000Z,NULL
140 GARRETT ST,11487374.87,3898234.909,2015-08-30T00:00:00.000Z,Unintentional
233 4TH ST NW,11486716.15,3899237.585,2015-09-03T00:00:00.000Z,NULL
235 STRIBLING AVE #A,11476531.12,3895797.121,2015-09-09T00:00:00.000Z,Cause under investigation
235 HEREFORD DR,11477183.31,3898472.445,2015-09-19T00:00:00.000Z,NULL
133 CHANCELLOR ST,11482617.84,3901372.337,2007-09-21T00:00:00.000Z,NULL
605 E MAIN ST,11489440.93,3898487.969,2015-09-25T00:00:00.000Z,Unintentional
160 MADISON LN,11482600.41,3901562.725,2006-07-08T00:00:00.000Z,NULL
139 OLD FIFTH CIR,11482994.61,3893363.145,2015-11-08T00:00:00.000Z,Unintentional
700 PROSPECT AVE #A,11484504.23,3896659.334,2015-10-23T00:00:00.000Z,NULL
1148 ROSE HILL DR,11487460.02,3903427.742,2015-11-20T00:00:00.000Z,Unintentional
230 W MAIN ST,11487774.47,3898945.53,2015-11-16T00:00:00.000Z,Unintentional
609 7 1/2 ST SW,11484508.96,3897188.16,2015-11-24T00:00:00.000Z,NULL
612 RIDGE ST #1,11486023.65,3896821.354,2015-11-30T00:00:00.000Z,Unintentional
102 SHAMROCK RD #1,11479876.05,3897554.331,2015-12-08T00:00:00.000Z,Unintentional
907 PAGE ST,11485098.69,3900261.988,2015-12-08T00:00:00.000Z,Unintentional
222 SHAMROCK RD,11480399.63,3897289.599,2016-01-07T00:00:00.000Z,Unintentional
1005 ROUGEMONT AVE,11488811.4,3892918.707,2016-01-14T00:00:00.000Z,Unintentional
530 CLEVELAND AVE #A,11482699.09,3893712.294,2016-01-20T00:00:00.000Z,Unintentional
901 FENDALL TER,11482335.28,3905046.672,2016-02-07T00:00:00.000Z,Unintentional
1111 MILLMONT ST,11481991.11,3906788.068,2016-02-13T00:00:00.000Z,Unintentional
330 6TH ST SW,11485709.9,3897891.725,2016-02-20T00:00:00.000Z,Unintentional
310 E MAIN ST #100,11488752.03,3898570.581,2016-02-03T00:00:00.000Z,Unintentional
1017 KING ST,11483388.61,3898268.52,2016-02-24T00:00:00.000Z,Unintentional
601 PRESTON AVE,11487088.65,3900613.199,2016-03-02T00:00:00.000Z,Failure of equipment or heat source
116 HOWARD DR,11484494.86,3905095.386,2016-03-09T00:00:00.000Z,Unintentional
401 FAIRWAY AVE,11493766.9,3897668.017,2016-02-21T00:00:00.000Z,NULL
1500 CARLTON AVE #9,11492717.21,3895105.441,2016-03-15T00:00:00.000Z,Failure of equipment or heat source
839 RIDGE ST,11484911.24,3895186.963,2016-03-19T00:00:00.000Z,Intentional
746 PROSPECT AVE #A,11484575.59,3896275.653,2016-03-23T00:00:00.000Z,NULL
810 RIDGE ST,11485321.26,3895602.558,2016-03-26T00:00:00.000Z,Intentional
1215 LEE ST,11483404.36,3899020.127,2016-04-08T00:00:00.000Z,Unintentional
140 EMMET ST N,11481223.57,3902784.003,2016-04-05T00:00:00.000Z,NULL
1814 STADIUM RD #A,11479317.06,3898488.104,2016-04-11T00:00:00.000Z,Unintentional
1805 EMMET ST N,11484722.01,3909546.337,2016-04-18T00:00:00.000Z,NULL
1418 FOREST RIDGE RD,11483367.7,3896216.633,2016-04-18T00:00:00.000Z,NULL
2103 BARRACKS RD,11483085.57,3906886.925,2016-04-19T00:00:00.000Z,NULL
901 EMMET ST N,11481771.94,3905217.447,2016-04-20T00:00:00.000Z,NULL
600 BLENHEIM AVE,11488193.38,3896156.951,2016-04-20T00:00:00.000Z,Intentional
517 RIDGE ST #A,11486391.61,3897353.993,2016-04-25T00:00:00.000Z,Unintentional
2132 IVY RD,11478668.2,3903308.027,2016-04-28T00:00:00.000Z,Failure of equipment or heat source
1106 WARE ST,11487295.16,3895796.037,2016-05-07T00:00:00.000Z,Unintentional
852 W MAIN ST,11484828.79,3899267.863,2016-04-24T00:00:00.000Z,NULL
353 11TH ST NW,11484536.42,3901391.197,2016-05-12T00:00:00.000Z,Failure of equipment or heat source
405 PATON ST #A,11482209.05,3897687.261,2016-05-30T00:00:00.000Z,Unintentional
2013 LEWIS MOUNTAIN RD,11478612.17,3901696.478,2016-05-31T00:00:00.000Z,Unintentional
420 GARRETT ST #A,11488567.98,3897520.518,2016-06-12T00:00:00.000Z,Cause undetermined after investigation
200 E MARKET ST,11488572.37,3899018.361,2016-06-13T00:00:00.000Z,NULL
1644 ST ANNES RD,11487939.19,3909363.247,2016-06-20T00:00:00.000Z,Failure of equipment or heat source
414 E MAIN ST,11488981.16,3898510.434,2016-06-29T00:00:00.000Z,Failure of equipment or heat source
211 ALBEMARLE ST,11486518.26,3900492.769,2016-07-06T00:00:00.000Z,Unintentional
1901 EMMET ST N,11484948.91,3910095.53,2016-07-06T00:00:00.000Z,Failure of equipment or heat source
2111 MICHIE DR #100,11486601.83,3909596.579,2016-06-14T00:00:00.000Z,NULL
1305 LONG ST #4,11493870.25,3900926.752,2016-07-19T00:00:00.000Z,NULL
331 10 1/2 ST NW,11484671.87,3901020.309,2016-07-11T00:00:00.000Z,NULL
1901 EMMET ST N,11484948.91,3910095.53,2016-07-06T00:00:00.000Z,Unintentional
800 E MARKET ST,11489816.94,3898476.145,2016-07-21T00:00:00.000Z,NULL
800 E MARKET ST,11489816.94,3898476.145,2016-07-21T00:00:00.000Z,Unintentional
119 STRATFORD CT #A,11480191.11,3896802.647,2016-07-24T00:00:00.000Z,NULL
110 E MAIN ST #201,11488302.67,3898746.975,2016-07-24T00:00:00.000Z,NULL
800 E MARKET ST,11489816.94,3898476.145,2016-07-21T00:00:00.000Z,Unintentional
701 BOLLING AVE,11488817.12,3896289.853,2016-07-31T00:00:00.000Z,NULL
701 BOLLING AVE,11488817.12,3896289.853,2016-07-31T00:00:00.000Z,Cause undetermined after investigation
1900 ARLINGTON BLVD,11481707.17,3905082.255,2016-08-06T00:00:00.000Z,NULL
1900 ARLINGTON BLVD,11481707.17,3905082.255,2016-08-06T00:00:00.000Z,Failure of equipment or heat source
2308 CRESTMONT AVE #A,11479731.69,3895423.028,2016-08-13T00:00:00.000Z,NULL
2308 CRESTMONT AVE #A,11479731.69,3895423.028,2016-08-13T00:00:00.000Z,Unintentional
2101 ARLINGTON BLVD #101,11481072.06,3905792.831,2016-08-06T00:00:00.000Z,NULL
362 14TH ST NW,11483664.97,3901438.633,2016-08-19T00:00:00.000Z,NULL
304 E JEFFERSON ST,11489008.97,3899163.01,2016-08-25T00:00:00.000Z,Unintentional
100 MORRIS PAUL CT,11476540.49,3896416.733,2016-08-26T00:00:00.000Z,NULL
100 MORRIS PAUL CT,11476540.49,3896416.733,2016-08-26T00:00:00.000Z,Unintentional
310 HEDGE ST,11489310.59,3899965.131,2016-09-01T00:00:00.000Z,NULL
310 HEDGE ST,11489310.59,3899965.131,2016-09-01T00:00:00.000Z,Unintentional
1404 RIVER RD,11495044.91,3903438.75,2016-09-09T00:00:00.000Z,NULL
1404 RIVER RD,11495044.91,3903438.75,2016-09-09T00:00:00.000Z,Unintentional
600 MASSIE RD,11480608.4,3907142.327,2016-09-11T00:00:00.000Z,NULL
413 OAK ST,11486167.74,3897873.916,2016-09-14T00:00:00.000Z,NULL
2115 JEFFERSON PARK AVE,11478639.44,3897199.801,2016-10-03T00:00:00.000Z,NULL
2115 JEFFERSON PARK AVE,11478639.44,3897199.801,2016-10-03T00:00:00.000Z,Unintentional
1609 UNIVERSITY AVE,11482643.52,3900676.339,2016-10-04T00:00:00.000Z,NULL
902 BING LN,11480659.04,3894923.332,2016-10-08T00:00:00.000Z,NULL
511 W MAIN ST,11486346.36,3899043.042,2016-10-10T00:00:00.000Z,NULL
511 W MAIN ST,11486346.36,3899043.042,2016-10-10T00:00:00.000Z,Unintentional
1035 MILLMONT ST,11481341.51,3906201.979,2016-10-23T00:00:00.000Z,NULL
215 DOUGLAS AVE,11490302.25,3897173.287,2016-10-28T00:00:00.000Z,NULL
626 7 1/2 ST SW,11484477.66,3896945.601,2016-10-23T00:00:00.000Z,NULL
626 7 1/2 ST SW,11484477.66,3896945.601,2016-10-23T00:00:00.000Z,Intentional
100 W JEFFERSON ST,11488393.39,3899384.224,2016-10-30T00:00:00.000Z,NULL
2215 BANBURY ST,11492204.33,3909994.663,2016-10-31T00:00:00.000Z,NULL
409 LANE RD,11482996.49,3898809.453,2016-10-31T00:00:00.000Z,NULL
750 PROSPECT AVE #A,11484429.31,3896034.266,2016-10-31T00:00:00.000Z,NULL
750 PROSPECT AVE #A,11484429.31,3896034.266,2016-10-31T00:00:00.000Z,Unintentional
616 RUGBY RD,11483126.85,3903208.627,2016-11-01T00:00:00.000Z,NULL
616 RUGBY RD,11483126.85,3903208.627,2016-11-01T00:00:00.000Z,Unintentional
768 PROSPECT AVE #A,11484583.11,3896096.156,2016-11-08T00:00:00.000Z,NULL
130 MADISON LN,11482445.43,3901258.325,2016-11-10T00:00:00.000Z,NULL
2021 IVY RD #D1,11479796.32,3903269.25,2016-11-07T00:00:00.000Z,NULL
708 NALLE ST,11485222.5,3898374.881,2016-11-13T00:00:00.000Z,NULL
611 RUGBY RD #101,11482910.79,3903213.222,2016-11-11T00:00:00.000Z,NULL
915 COTTAGE LN,11483737.09,3904592.018,2016-11-14T00:00:00.000Z,NULL
915 COTTAGE LN,11483737.09,3904592.018,2016-11-14T00:00:00.000Z,Failure of equipment or heat source
828 CHERRY AVE,11484518.74,3898066.675,2016-11-19T00:00:00.000Z,NULL
832 CHERRY AVE,11484403.42,3898097.886,2016-11-19T00:00:00.000Z,NULL
2101 JEFFERSON PARK AVE #A,11478967.69,3897328.79,2016-11-20T00:00:00.000Z,NULL
2101 JEFFERSON PARK AVE #A,11478967.69,3897328.79,2016-11-20T00:00:00.000Z,Failure of equipment or heat source
227 4TH ST SW,11486484.59,3898279.276,2016-11-20T00:00:00.000Z,NULL
227 4TH ST SW,11486484.59,3898279.276,2016-11-20T00:00:00.000Z,Unintentional
762 PROSPECT AVE #A,11484693.02,3896278.98,2016-11-25T00:00:00.000Z,NULL
2712 MCELROY DR,11478213.56,3893317.066,2016-11-28T00:00:00.000Z,NULL
2712 MCELROY DR,11478213.56,3893317.066,2016-11-28T00:00:00.000Z,Failure of equipment or heat source
108 W 4TH ST,11486885.66,3898887.433,2016-11-29T00:00:00.000Z,NULL
108 W 4TH ST,11486885.66,3898887.433,2016-11-29T00:00:00.000Z,Failure of equipment or heat source
517 RIDGE ST #A,11486391.61,3897353.993,2016-12-01T00:00:00.000Z,NULL
1536 DAIRY RD,11487130.15,3907186.33,2016-12-09T00:00:00.000Z,NULL
1536 DAIRY RD,11487130.15,3907186.33,2016-12-09T00:00:00.000Z,Unintentional
443 14TH ST NW,11483646.28,3901669.846,2016-12-11T00:00:00.000Z,NULL
443 14TH ST NW,11483646.28,3901669.846,2016-12-11T00:00:00.000Z,Unintentional
517 RIDGE ST #A,11486391.61,3897353.993,2016-12-15T00:00:00.000Z,NULL
1426 BRIARCLIFF AVE,11482861.95,3896384.325,2016-12-17T00:00:00.000Z,NULL
10 UNIVERSITY CIR #1,11482551.79,3903011.009,2016-12-20T00:00:00.000Z,NULL
600 MASON ST #A,11492814.97,3894872.441,2016-12-20T00:00:00.000Z,NULL
600 MASON ST #A,11492814.97,3894872.441,2016-12-20T00:00:00.000Z,Cause undetermined after investigation
1000 1ST ST S,11486690.27,3895235.953,2016-12-21T00:00:00.000Z,NULL
164 BURNET ST,11486580.44,3896199.667,2016-12-26T00:00:00.000Z,NULL
611 RUGBY RD #101,11482910.79,3903213.222,2016-12-23T00:00:00.000Z,NULL
164 BURNET ST,11486580.44,3896199.667,2016-12-26T00:00:00.000Z,Failure of equipment or heat source
611 RUGBY RD #101,11482910.79,3903213.222,2016-12-23T00:00:00.000Z,Cause undetermined after investigation
203 RIDGE ST,11486909.24,3898396.19,2017-01-01T00:00:00.000Z,NULL
622 250 BYP #A,11491345.65,3902026.052,2017-01-04T00:00:00.000Z,NULL
1206 GROVE ST,11482597.95,3898170.475,2017-01-02T00:00:00.000Z,NULL
622 250 BYP #A,11491345.65,3902026.052,2017-01-04T00:00:00.000Z,NULL
1305 CHERRY AVE #D,11482479.72,3897198.378,2017-01-13T00:00:00.000Z,NULL
1403 SHORT 18TH ST #A,11493853.22,3897474.423,2017-01-15T00:00:00.000Z,NULL
100 WESTERLY AVE #A,11476516.91,3897176.271,2017-01-15T00:00:00.000Z,NULL
403 GARRETT ST #A,11488263.01,3897626.265,2017-01-15T00:00:00.000Z,NULL
900 W MAIN ST,11484570.91,3899398.414,2017-01-16T00:00:00.000Z,NULL
33 UNIVERSITY CIR #7,11481967.66,3903153.495,2017-01-16T00:00:00.000Z,NULL
2530 WILLARD DR,11480269.32,3893984.084,2017-01-20T00:00:00.000Z,NULL
220 STRIBLING AVE,11476964.02,3895845.329,2017-01-20T00:00:00.000Z,NULL
213 2ND ST SW,11487801.5,3898503.751,2017-01-21T00:00:00.000Z,NULL
1609 UNIVERSITY AVE,11482643.52,3900676.339,2016-10-04T00:00:00.000Z,NULL
801 WATSON AVE,11492486.03,3901962.964,2017-01-27T00:00:00.000Z,NULL
2500 PLATEAU RD,11476961.88,3896778.062,2017-01-30T00:00:00.000Z,NULL
1 MORTON DR #100,11484181.76,3907827.102,2017-01-30T00:00:00.000Z,NULL
1 MORTON DR #100,11484181.76,3907827.102,2017-01-30T00:00:00.000Z,NULL
300 MASSIE RD,11480151.37,3904557.343,2017-02-02T00:00:00.000Z,NULL
300 MASSIE RD,11480151.37,3904557.343,2017-02-02T00:00:00.000Z,NULL
706 FOREST ST,11486904.86,3901224.431,2017-02-09T00:00:00.000Z,NULL
800 PRESTON AVE,11486219.96,3900945.233,2017-02-09T00:00:00.000Z,NULL
128 STRIBLING AVE #A,11478033.25,3895955.976,2017-02-11T00:00:00.000Z,NULL
724 PROSPECT AVE #A,11484454.6,3896389.32,2017-02-12T00:00:00.000Z,NULL
400 RIDGE ST #A,11486877.27,3897863.246,2017-02-13T00:00:00.000Z,NULL
1801 HYDRAULIC RD,11485874.37,3909883.8,2017-02-13T00:00:00.000Z,NULL
106 TROOST CT,11477848.74,3892942.013,2017-02-14T00:00:00.000Z,NULL
2228 GREENBRIER DR,11491440.24,3910712.593,2017-02-17T00:00:00.000Z,NULL
1303 KING ST,11482399.81,3897918.001,2017-02-18T00:00:00.000Z,NULL
808 HARDY DR,11485474.99,3899762.696,2017-02-19T00:00:00.000Z,NULL
611 RUGBY RD #101,11482910.79,3903213.222,2017-02-19T00:00:00.000Z,NULL
1705 EMMET ST N,11484529.78,3909235.166,2017-02-20T00:00:00.000Z,NULL
1000 EMMET ST N,11482233.84,3905920.886,2017-02-21T00:00:00.000Z,NULL
305 4TH ST NW,11486974.41,3899743.02,2017-02-22T00:00:00.000Z,NULL
2100 IVY RD,11479503.6,3903140.169,2017-02-23T00:00:00.000Z,NULL
702 FRANKLIN ST,11492792.92,3894691.089,2017-02-24T00:00:00.000Z,NULL
806 ROCKLAND AVE,11488221.5,3893893.88,2017-02-24T00:00:00.000Z,NULL
122 E MAIN ST,11488415.71,3898756.166,2017-02-24T00:00:00.000Z,NULL
118 ALDERMAN RD,11479172.91,3902594.635,2017-02-25T00:00:00.000Z,NULL
1608 MONTICELLO RD,11490627.85,3893827.033,2017-02-25T00:00:00.000Z,NULL
305 MEADE AVE,11492528.97,3897832.832,2017-02-26T00:00:00.000Z,NULL
329 RIVERSIDE AVE,11495694.33,3897178.544,2017-02-27T00:00:00.000Z,NULL
1304 WELLFORD ST,11486838.44,3905399.782,2017-02-27T00:00:00.000Z,NULL
